name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email,all_emails,staff_contacts,has_pupil_premium,has_financial_reports
Church Langton Church of England Primary School,Academy converter,Found,Stonton Road,Church Langton,Market Harborough,Leicestershire,LE16 7SZ,http://www.churchlangton.leics.sch.uk,1858545237.0,Mrs,Lucy,Anderson,Headteacher,Church of England,Mixed,Primary,01/11/2017,"Harborough, Oadby and Wigston",145203,office@clp.learnat.uk,"office@clp.learnat.uk, office@clp.learnat.uk",Emailoffice@clp.learnat.uk,True,False
Forest Lodge Academy,Academy converter,Not found,Charnor Road,,Leicester,Leicestershire,LE3 6LH,www.forestlodge.leicester.sch.uk/,1162871220.0,Mrs,Claire,Caldwell,Headteacher,Does not apply,Mixed,Primary,01/01/2018,Leicester West,145357,,,,False,False
Blaby Stokes Church of England Primary School,Academy sponsor led,Found,Queens Road,Blaby,Leicester,Leicestershire,LE8 4EG,www.blabystokes.co.uk,1162772082.0,Mr,Stephen,Snelson,,Church of England,Mixed,Primary,01/02/2018,South Leicestershire,145488,office@bsp.learnat.uk,"office@bsp.learnat.uk, office@bsp.learnat.uk",,False,False
Judgemeadow Community College,Academy sponsor led,No website,Marydene Drive,Evington,Leicester,,LE5 6HP,,1162411920.0,Mr,Alex,Grainge,,Does not apply,Mixed,Secondary,01/06/2018,Leicester East,145558,,,,,
Overdale Infant School,Academy converter,Found,Eastcourt Road,Knighton,Leicester,Leicestershire,LE2 3YA,www.overdale-inf.leicester.sch.uk/,1162882724.0,Mrs,Hayley,Holmes,Headteacher,Does not apply,Mixed,Primary,01/04/2018,Leicester South,145617,reception@overdale-inf.leicester.sch.uk,"reception@overdale-inf.leicester.sch.uk, reception@overdale-inf.leicester.sch.uk",,True,False
Overdale Junior School,Academy converter,Found,Eastcourt Road,Knighton,Leicester,Leicestershire,LE2 3YA,www.overdale-jun.leicester.sch.uk/,1162883736.0,Mr,Matt,Evans,Headteacher,Does not apply,Mixed,Primary,01/04/2018,Leicester South,145618,admin@overdale-jun.leicester.sch.uk,"admin@overdale-jun.leicester.sch.uk, admin@overdale-jun.leicester.sch.uk",admin@overdale-jun.leicester.sch.uk,True,False
Brookside Primary School,Academy converter,Found,Copse Close,Oadby,Leicester,Leicestershire,LE2 4FU,www.brookside.leics.sch.uk,1162713680.0,Miss,Grace,Brown,Headteacher,Does not apply,Mixed,Primary,01/04/2018,"Harborough, Oadby and Wigston",145619,office@brookside.leics.sch.uk,"office@brookside.leics.sch.uk, office@brookside.leics.sch.uk",office@brookside.leics.sch.uk,True,False
Woodland Grange Primary School,Academy converter,Found,Beaufort Way,Oadby,Leicester,Leicestershire,LE2 4TY,http://www.woodlandwideweb.org.uk/,1162720401.0,Mrs,Hayley,Brown,Headteacher,Does not apply,Mixed,Primary,01/04/2018,"Harborough, Oadby and Wigston",145620,office@woodlandgrange.leics.sch.uk,"office@woodlandgrange.leics.sch.uk, office@woodlandgrange.leics.sch.uk",office@woodlandgrange.leics.sch.uk,True,False
Hope Hamilton CofE Primary School,Academy converter,Found,Sandhills Avenue,North Hamilton,Leicester,Leicestershire,LE5 1LU,www.hopehamilton.leicester.sch.uk/,1162766121.0,Mrs,Fiona,Brooks,Headteacher,Church of England,Mixed,Primary,01/07/2018,Leicester East,145970,office@hop.learnat.uk,"office@hop.learnat.uk, office@hop.learnat.uk",office@hop.learnat.uk,True,True
Richard Hill Church of England Primary School,Academy converter,Found,12 Anstey Lane,Thurcaston,Leicester,Leicestershire,LE7 7JA,www.richardhillschool.co.uk,1162340212.0,Mrs,Sally,Applebee,Headteacher,Church of England,Mixed,Primary,01/07/2018,Mid Leicestershire,145972,office@richardhill.leics.sch.uk,"office@richardhill.leics.sch.uk, office@richardhill.leics.sch.uk",Emailoffice@richardhill.leics.sch.uk,True,False
All Saints Church of England Primary School,Academy converter,Not found,Long Street,,Wigston,Leicestershire,LE18 2AH,www.allsaintscofe.leics.sch.uk,1162880013.0,Mrs,Lucy,Boulger,Acting Headteacher,Church of England,Mixed,Primary,01/07/2018,"Harborough, Oadby and Wigston",145973,,,,False,False
Houghton-on-the-Hill Church of England Primary School,Academy converter,Found,Main Street,Houghton-on-the-Hill,Leicester,Leicestershire,LE7 9GD,www.houghton.leics.sch.uk,1162412465.0,Mrs,Ali,Woollerson,Headteacher,Church of England,Mixed,Primary,01/07/2018,Rutland and Stamford,145974,office@houghton.leics.sch.uk,"office@houghton.leics.sch.uk, office@houghton.leics.sch.uk",,False,False
Sir Jonathan North Girls' College,Academy converter,Not found,Knighton Lane East,,Leicester,Leicestershire,LE2 6FU,https://www.sirjonathannorth.org.uk,1162708116.0,Mr,James,McKenna,Principal,Does not apply,Girls,Secondary,01/03/2019,Leicester South,146108,,,,False,False
Saint Peters Catholic Voluntary Academy,Academy converter,Found,Mill Lane,Earl Shilton,,Leicestershire,LE9 7AW,www.stpetersprimary.org,1455843840.0,Mrs,Catherine,Murphy,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Hinckley and Bosworth,146133,admin@stpetersprimary.org,admin@stpetersprimary.org,,True,False
Saint Patrick's Catholic Voluntary Academy,Academy converter,Found,Harrison Road,,Leicester,Leicestershire,LE4 6QN,www.st-patricks.leicester.sch.uk,1162661149.0,Mrs,Charlotte,Lynch,Headteacher,Roman Catholic,Mixed,Primary,01/10/2018,Leicester East,146147,school.office@st-patricks.leicester.sch.uk,school.office@st-patricks.leicester.sch.uk,,True,False
Christ the King Catholic Voluntary Academy,Academy converter,Found,Glenfield Road,,Leicester,Leicestershire,LE3 6DF,www.ctkleicester.co.uk,1162857261.0,Mrs,Annie,Carter,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Leicester West,146158,school.office@ctk.leicester.sch.uk,school.office@ctk.leicester.sch.uk,,True,False
Saint Francis Catholic Primary School,Academy converter,Found,Dalby Road,,Melton Mowbray,Leicestershire,LE13 0BP,http://www.st-francis.leics.sch.uk,1664562891.0,Mrs,Gosia,Brown,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Melton and Syston,146180,school.office@st-francis.leics.sch.uk,school.office@st-francis.leics.sch.uk,,True,False
"English Martyrs' Catholic School, A Voluntary Academy",Academy converter,Found,Anstey Lane,,Leicester,Leicestershire,LE4 0FJ,http://www.englishmartyrs.org/,1162428880.0,Principal,Mathew,Calen,Principal,Roman Catholic,Mixed,Secondary,01/09/2018,Leicester West,146196,attendance@englishmartyrs.org,"attendance@englishmartyrs.org, attendance@englishmartyrs.org, office@englishmartyrs.org",,True,False
"Holy Cross Catholic School, a Voluntary Academy",Academy converter,No website,Stonesby Avenue,,Leicester,Leicestershire,LE2 6TY,,1162833135.0,Mrs,Karen,McVea,Headteacher,Roman Catholic,Mixed,Primary,01/10/2018,Leicester South,146224,,,,,
"St Paul's Catholic School, a Voluntary Academy",Academy converter,Found,Spencefield Lane,,Leicester,Leicestershire,LE5 6HN,http://www.st-pauls.leicester.sch.uk/,1162414057.0,Mrs,Shelley,Conaghan,Headteacher,Roman Catholic,Mixed,Secondary,01/09/2018,Leicester East,146232,office@st-pauls.leicester.sch.uk,office@st-pauls.leicester.sch.uk,,True,False
Brookside Primary School,Academy converter,Found,School Green,East Leake,Loughborough,Leicestershire,LE12 6LG,www.brooksideprimary.co.uk/,1509820001.0,Mr,Gary,Kenny,Headteacher,Does not apply,Mixed,Primary,01/03/2020,Rushcliffe,146491,office@brookside.notts.sch.uk,office@brookside.notts.sch.uk,,True,False
Arnesby Church of England Primary School,Academy converter,Found,Mill Hill Road,Arnesby,Leicester,Leicestershire,LE8 5WG,https://arnesby.embracemat.org,1162478563.0,Mrs,Ruth,James,Headteacher,Church of England,Mixed,Primary,01/04/2019,South Leicestershire,146602,office@arnesby.embracemat.org,"office@arnesby.embracemat.org, office@arnesby.embracemat.org",Email office@arnesby.embracemat.org,True,False
St Peter's Church of England Primary School Whetstone,Academy converter,Not found,Wale Road,Whetstone,Leicester,Leicestershire,LE8 6NJ,http://www.stpeterswhetstone.co.uk/,1162775750.0,Mr,Paul,Bolstridge,Headteacher,Church of England,Mixed,Primary,01/04/2019,South Leicestershire,146603,,,,False,False
Sherrier Church of England Primary School,Academy converter,Found,Bitteswell Road,,Lutterworth,Leicestershire,LE17 4EX,www.sherrierprimaryschool.co.uk,1455552791.0,Miss,Lyndsey,Beckett,Headteacher,Church of England,Mixed,Primary,01/06/2019,South Leicestershire,146611,office@sherrier.embracemat.org,"office@sherrier.embracemat.org, office@sherrier.embracemat.org",Email office@sherrier.embracemat.org,True,False
Manorfield Church of England Primary School,Academy converter,Not found,Station Road,Stoney Stanton,Leicester,Leicestershire,LE9 4LU,http://www.manorfield.leics.sch.uk/,1455272787.0,Mrs,Ellen,Thompson,Headteacher,Church of England,Mixed,Primary,01/04/2019,South Leicestershire,146618,,,,False,False
Croft Church of England Primary School,Academy converter,Not found,Brookes Avenue,Croft,Leicester,Leicestershire,LE9 3GJ,http://www.croftprimaryschool.co.uk,1455282643.0,Miss,Anthea,Lawton,Headteacher,Church of England,Mixed,Primary,01/04/2019,South Leicestershire,146621,,,,False,False
Highfields Primary School,Academy converter,Found,Pluto Close,Highfields,Leicester,Leicestershire,LE2 0UU,www.highfields-pri.leicester.sch.uk/,1162531382.0,Mr,Errol,Rowe,Acting,Does not apply,Mixed,Primary,01/04/2019,Leicester South,146844,office@highfields-pri.leicester.sch.uk,"office@highfields-pri.leicester.sch.uk, office@highfields-pri.leicester.sch.uk","href=""mailto:office@highfields-pri.leicester.sch.uk"" | >office@highfields-pri.leicester.sch.uk</a",True,False
Green Lane Infant School,Academy converter,Found,Spinney Hill Road,,Leicester,Leicestershire,LE5 3GG,http://greenlaneinfantschool.co.uk,1162627050.0,Mrs,Rebecca,Conway,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Leicester East,146852,office@greenlane.leicester.sch.uk,"office@greenlane.leicester.sch.uk, office@greenlane.leicester.sch.uk",office@greenlane.leicester.sch.uk,True,True
Uplands Infant School,Academy converter,Not found,Melbourne Road,Highfields,Leicester,Leicestershire,LE2 0DR,www.uplandsinfant.org.uk,1162625280.0,Mrs,Michelle,Orton,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Leicester South,146853,,,,True,False
Sparkenhoe Community Primary School,Academy converter,Found,Saxby Street,,Leicester,Leicestershire,LE2 0TD,http://www.sparkenhoe.leicester.sch.uk/,1162512686.0,Miss,Rhian,Jones,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Leicester South,146857,office@sparkenhoe.thealt.org.uk,"office@sparkenhoe.thealt.org.uk, office@sparkenhoe.thealt.org.uk",office@sparkenhoe.thealt.org.uk,True,False
Castle Mead Academy,Free schools,Found,Richard III Road,,Leicester,,LE3 5QT,https://www.castle-tmet.uk/,1162143150.0,Miss,Chloe,French,,Does not apply,Mixed,Secondary,02/09/2019,Leicester West,147068,info@castle-tmet.uk,info@castle-tmet.uk,,True,True
New Lubbesthorpe Primary School,Free schools,Found,Tay Road,,Leicester,,LE19 4BF,www.newlubbesthorpe.leics.sch.uk,1162169963.0,Miss,Natalie,Hackett,,,Mixed,Primary,02/09/2019,South Leicestershire,147089,office@newlubbesthorpe.leics.sch.uk,"office@newlubbesthorpe.leics.sch.uk, office@newlubbesthorpe.leics.sch.uk, office@newlubbesthorpe.leics.sch.uk","Tay Road, Lubbesthorpe, Leicestershire, LE19 4BF                 office@newlubbesthorpe.leics.sch.uk",True,False
Abbey Mead Primary Academy,Academy converter,Found,109 Ross Walk,,Leicester,Leicestershire,LE4 5HH,www.abbey-tmet.uk,1162661809.0,,Gary,Aldred,Headteacher,Does not apply,Mixed,Primary,01/09/2019,Leicester East,147148,office@abbey-tmet.uk,office@abbey-tmet.uk,,True,True
Braunstone Frith Primary Academy,Academy converter,Not found,Cuffling Drive,,Leicester,Leicestershire,LE3 6NF,www.braunstonefrith.org.uk/,1162872487.0,Mrs,Naomi,Grant,Headteacher,Does not apply,Mixed,Primary,01/09/2019,Leicester West,147410,,,,True,False
Kestrel Mead Primary Academy,Academy converter,Not found,Maidenwell Avenue,Hamilton,Leicester,Leicestershire,LE5 1TG,www.kestrel-tmet.uk,1162461732.0,Mrs,Zoe,Simpson,Headteacher,Does not apply,Mixed,Primary,01/09/2019,Leicester East,147411,,,,True,True
Gateway Sixth Form College,Academy 16-19 converter,Found,Colin Grundy Drive,,Leicester,Leicestershire,LE5 1GA,www.gateway.ac.uk,1162744500.0,Mr,James,Bagley,,Does not apply,Mixed,16 plus,01/04/2020,Leicester East,147756,receptionstaff@gateway.ac.uk,"receptionstaff@gateway.ac.uk, receptionstaff@gateway.ac.uk, studentservices@gateway.ac.uk",,False,False
Beauchamp City Sixth Form,Free schools 16 to 19,Not found,1 South Albion Street,,Leicester,,LE1 6JL,https://www.beauchampcity.org.uk/,1164979330.0,Ms,Catherine,Bartholomew,,Does not apply,Mixed,16 plus,01/09/2020,Leicester South,147837,,,,False,False
The Fusion Academy,Free schools special,Found,Moore Road,Barwell,Leicester,Leicestershire,LE9 8AG,https://openthinkingpartnership.co.uk/fusion-academy/,1455243689.0,Ms,Kelly,Dryden,,,Mixed,Not applicable,01/09/2020,Hinckley and Bosworth,147858,office@thefusionacademy.co.uk,"office@thefusionacademy.co.uk, office@thefusionacademy.co.uk, office@thefusionacademy.co.uk","If you have any further questions, please email office@thefusionacademy.co.uk, leaving your name and",False,False
Foxfields Academy,Free schools special,Found,Hospital Lane,,Blaby,Leicestershire,LE8 4FE,www.foxfields-cit.co.uk,1163440343.0,Mr,Ashley,Caress,,,Mixed,Not applicable,01/09/2020,South Leicestershire,148029,enquiries@foxfields-cit.co.uk,enquiries@foxfields-cit.co.uk,,True,False
Millgate School,Academy special converter,Not found,18a Scott Street,,Leicester,Leicestershire,LE2 6DW,www.millgateschool.co.uk,1162704922.0,Miss,Sara,Marsh,Executive Headteacher,Does not apply,Mixed,Not applicable,01/09/2021,Leicester South,148165,,,/*# sourceURL=global-styles-inline-css */  0116 270 4922|office@millgate.discoverytrust.org    HomeA | href='mailto:office@millgate.discoverytrust.org',True,False
Keyham Lodge School,Academy special converter,Found,Keyham Lane,,Leicester,Leicestershire,LE5 1FG,https://www.keyhamlodgeschool.co.uk/,1162416852.0,Mrs,Victoria,Edwards,Executive Headteacher,Does not apply,Mixed,Not applicable,01/09/2021,Leicester East,148171,office@keyham.discoverytrust.org,"office@keyham.discoverytrust.org, office@keyham.discoverytrust.org",,False,False
Highgate Primary School,Academy sponsor led,Found,Heathcote Drive,Sileby,Loughborough,Leicestershire,LE12 7ND,https://www.highgate.bepschools.org,1509813968.0,Mrs,Hannah,Sale,,Does not apply,Mixed,Primary,01/05/2021,Melton and Syston,148390,office@highgate.bepschools.org,"office@highgate.bepschools.org, office@highgate.bepschools.org",,,
Fosse Mead Primary Academy,Academy sponsor led,Found,Balfour Street,,Leicester,Leicestershire,LE3 5EA,www.fosse-tmet.uk,1162519261.0,Ms,Jay,Virk,,Does not apply,Mixed,Primary,01/09/2021,Leicester West,148391,office@fosse-tmet.uk,office@fosse-tmet.uk,,,
The Hinckley School,Academy converter,Found,Butt Lane,,Hinckley,,LE10 1LE,http://www.hajc.leics.sch.uk,1455632183.0,Ms,Samantha,Rooke,,,Mixed,Secondary,01/12/2020,Hinckley and Bosworth,148417,office@thehinckleyschool.co.uk,"office@thehinckleyschool.co.uk, office@thehinckleyschool.co.uk, dsl@thehinckleyschool.co.uk",,,
Brook Mead Academy,Free schools,Found,31 St. Augustine Road,,Leicester,Leicestershire,LE3 5QS,https://www.brook-tmet.uk/,1164827195.0,Ms,Rita,Hindocha,,,Mixed,Secondary,31/08/2021,Leicester West,148546,info@brook-tmet.uk,"info@brook-tmet.uk, safeguarding@brook-tmet.uk, bmasendco@brook-tmet.uk",,,
Ashby School,Academy converter,Found,Nottingham Road,,Ashby-De-La-Zouch,Leicestershire,LE65 1DT,www.ashbyschool.org.uk,1530413748.0,Dr,Jude,Mellor,,,Mixed,Secondary,01/03/2021,North West Leicestershire,148549,enquiries@ashbyschool.org.uk,"enquiries@ashbyschool.org.uk, enquiries@ashbyschool.org.uk",,,
Soar Valley College,Academy converter,Found,Gleneagles Avenue,,Leicester,Leicestershire,LE4 7GY,http://www.soarvalley.aspirelp.uk,1162669625.0,Mrs,Julie,Robinson,Headteacher,Does not apply,Mixed,Secondary,01/06/2023,Leicester East,148877,enquiries@soarvalley.aspirelp.uk,"enquiries@soarvalley.aspirelp.uk, enquiries@soarvalley.aspirelp.uk",,,
The City of Leicester College,Academy converter,Found,Downing Drive,Evington,Leicester,Leicestershire,LE5 6LN,http://www.cityleicester.co.uk/,1162413984.0,Mr,Ken,Vernon,Headteacher,Does not apply,Mixed,Secondary,01/06/2023,Leicester East,148878,office@tcolc.aspirelp.uk,"office@tcolc.aspirelp.uk, office@tcolc.aspirelp.uk",,,
Belgrave St Peter's CofE Primary School,Academy converter,Found,Thurcaston Road,,Leicester,Leicestershire,LE4 5PG,www.belgraveceprimary.co.uk/,1162665790.0,Mr,Alex,McLugash (acting),Headteacher,Church of England,Mixed,Primary,01/01/2022,Leicester West,148905,admin@belgrave.risemat.co.uk,"admin@belgrave.risemat.co.uk, admin@belgrave.risemat.co.uk, admin@belgrave.risemat.co.uk",,,
Foxbridge Primary School,Free schools,Found,Welsted Road,,Castle Donington,Leicestershire,DE74 2SN,https://www.foxbridgeprimaryschool.co.uk/,1332415978.0,Mrs,Pamela,Bridgwood,,,Mixed,Primary,30/08/2022,North West Leicestershire,149040,office@foxbridgeprimaryschool.co.uk,office@foxbridgeprimaryschool.co.uk,,,
Millside Spencer Academy,Free schools,Found,53 Evans Road,East Leake,Loughborough,Nottinghamshire,LE12 6AS,http://millsidespencer.org.uk,1509974255.0,Mrs,Sophia,Thorne,,,Mixed,Primary,01/09/2022,Rushcliffe,149105,info@millsidespencer.org.uk,"info@millsidespencer.org.uk, info@millsidespencer.org.uk, info@millsidespencer.org.uk",,,
Bishop Ellis Catholic Voluntary Academy,Academy converter,Found,Barkby Thorpe Lane,Thurmaston,Leicester,Leicestershire,LE4 8GP,www.bishopellis.leics.sch.uk,1162695510.0,Mr,Andrew,Monaghan,Headteacher,Roman Catholic,Mixed,Primary,01/06/2022,Melton and Syston,149144,admin@bishopellis.leics.sch.uk,admin@bishopellis.leics.sch.uk,,,
Desford Community Primary School,Academy converter,Found,Kirkby Road,Desford,Leicester,Leicestershire,LE9 9JH,www.desford.leics.sch.uk,1455822379.0,Mr,Colin,Wilson,Headteacher,Does not apply,Mixed,Primary,01/09/2022,Hinckley and Bosworth,149267,office@desford.leics.sch.uk,"office@desford.leics.sch.uk, office@desford.leics.sch.uk",,,
Iveshead School,Academy converter,Found,Forest Street,Shepshed,Loughborough,Leicestershire,LE12 9DB,www.ivesheadschool.org,1509602156.0,Mr,Matthew,Parrott,Principal,Does not apply,Mixed,Secondary,01/12/2022,Loughborough,149271,7fa6i623vhin49sbf4gvkpf9nm@google.com,"7fa6i623vhin49sbf4gvkpf9nm@google.com, lgordon@ivesheadschool.org, generalschoolcalendar@ivesheadschool.org",,,
Ravenhurst Primary School,Academy converter,Found,Ravenhurst Road,Braunstone Town,Leicester,Leicestershire,LE3 2PS,www.ravenhurst.leics.sch.uk/,1162897808.0,Mrs,Keily,Stretton,Headteacher,Does not apply,Mixed,Primary,01/11/2022,Mid Leicestershire,149371,admin@ravenhurst.leics.sch.uk,"admin@ravenhurst.leics.sch.uk, admin@ravenhurst.leics.sch.uk, admin@ravenhurst.leics.sch.uk",,,
Charnwood Primary School,Academy converter,Found,Nedham Street,,Leicester,Leicestershire,LE2 0HE,www.charnwood.leicester.sch.uk/,1162516574.0,Ms,Nazma,Jassat,Headteacher,Does not apply,Mixed,Primary,01/04/2023,Leicester South,149647,office@charnwood.thealt.org.uk,"office@charnwood.thealt.org.uk, office@charnwood.thealt.org.uk, office@charnwood.thealt.org.uk",,,
Hollycroft Primary School,Free schools,Not found,Greenfinch Road,,HINCKLEY,,LE10 3GL,https://www.hollycroftschool.co.uk/,1455241171.0,Miss,Natalie,Hackett,,,Mixed,Primary,01/09/2023,Hinckley and Bosworth,149749,,,,,
Inglehurst Infant School,Academy sponsor led,No website,Ingle Street,,Leicester,Leicestershire,LE3 9FS,,1162622479.0,Ms,Kerry,Pochin,,Does not apply,Mixed,Primary,01/07/2023,Leicester West,150026,,,,,
Scalford Church of England Primary School,Academy converter,Found,School Lane,Scalford,Melton Mowbray,Leicestershire,LE14 4DT,http://www.scalford.leics.sch.uk/,1664444282.0,Mrs,Melanie,Wrightam,Headteacher,Church of England,Mixed,Primary,01/12/2023,Melton and Syston,150049,office@sps.learnat.uk,"office@sps.learnat.uk, office@sps.learnat.uk",,,
Newlands Community Primary School,Academy converter,Found,Belle Vue Road,Earl Shilton,Leicester,,LE9 7PA,www.newlands.leics.sch.uk,1455844369.0,Mrs,Jenny,Cooling,Headteacher,Does not apply,Mixed,Primary,01/01/2024,Hinckley and Bosworth,150436,office@newlands-owlsmat.uk,office@newlands-owlsmat.uk,,,
Buckminster Primary School,Academy sponsor led,No website,School Lane,Buckminster,Grantham,Leicestershire,NG33 5RZ,,1476860315.0,Mrs,Julia,Orridge,,Does not apply,Mixed,Primary,01/11/2024,Melton and Syston,150511,,,,,
Woodhouse Eaves St Paul's Church of England Primary School,Academy converter,Found,"Meadow Road,",Woodhouse Eaves,Loughborough,Leicestershire,LE12 8SA,http://www.st-pauls.leics.sch.uk,1509890483.0,Mrs,Lisa,Gilchrist,Headteacher,Church of England,Mixed,Primary,01/04/2024,Mid Leicestershire,150642,office@stpauls.risemat.co.uk,"office@stpauls.risemat.co.uk, office@stpauls.risemat.co.uk, office@stpauls.risemat.co.uk",,,
Buswells Lodge Primary School,Academy sponsor led,No website,Beauville Drive,Beaumont Leys,Leicester,Leicestershire,LE4 0PT,,1162352129.0,Mr,Scott,Fewster,Headteacher,Does not apply,Mixed,Primary,01/12/2024,Leicester West,150730,,,,,
Wellington Place Primary School,Free schools,Not found,Airfield Road,,Market Harborough,Leicestershire,LE16 7BY,https://wellingtonplaceprimary.co.uk/,1858451023.0,Mrs,Cressida,Knox,,,Mixed,Primary,27/08/2024,"Harborough, Oadby and Wigston",150744,,,,,
Bowman Academy,Free schools special,Found,Butthole Lane,,Loughborough,Leicestershire,LE12 9BN,https://bowman-cit.co.uk/welcome/,1509363063.0,Mr,Ashley,Caress,,,Mixed,Not applicable,21/08/2024,Loughborough,150787,enquiries@bowman-cit.co.uk,enquiries@bowman-cit.co.uk,,,
Shenton Primary School,Academy converter,Found,Dunlin Road,Off Humberstone Road,Leicester,Leicestershire,LE5 3FP,www.shenton.leicester.sch.uk/,1162628778.0,Ms,Gita,Patel,Head Teacher,Does not apply,Mixed,Primary,01/06/2024,Leicester East,150884,example@gmail.com,"example@gmail.com, example@gmail.com, office@shenton.leicester.sch.uk",,,
Bridge Junior School,Academy converter,Found,Mere Close,Off Mere Road,Leicester,Leicestershire,LE5 3HH,www.bridge.leicester.sch.uk/,,Mr,Jason,Williamson,Headteacher,Does not apply,Mixed,Primary,01/09/2024,Leicester East,150905,office@bridge.leicester.sch.uk,office@bridge.leicester.sch.uk,,,
Foxton Primary School,Academy converter,Found,Gallow Field Road,Foxton,Market Harborough,Leicestershire,LE16 7QZ,http://www.foxton.leics.sch.uk,1858545328.0,Mr,George,Norman,Headteacher,Does not apply,Mixed,Primary,01/09/2024,"Harborough, Oadby and Wigston",151090,office@foxton.leics.sch.uk,"office@foxton.leics.sch.uk, office@foxton.leics.sch.uk",,,
Sutton Bonington Primary School,Academy converter,Found,Park Lane,Sutton Bonington,Loughborough,Leicestershire,LE12 5NH,https://www.suttonbonington.org.uk/,1509672661.0,Mr,Paul,Allen,Headteacher,Does not apply,Mixed,Primary,01/09/2024,Rushcliffe,151099,office@suttonbonington.notts.sch.uk,office@suttonbonington.notts.sch.uk,,,
Badgerbrook Primary School,Academy converter,Found,Badger Drive,Whetstone,Leicester,Leicestershire,LE8 6ZW,https://badgerbrook.org,1162752353.0,Mrs,Joanne,Andrews (Interim Head Teacher),Headteacher,Does not apply,Mixed,Primary,01/09/2024,South Leicestershire,151128,office@dsatbadgerbrook.org,"office@dsatbadgerbrook.org, office@dsatbadgerbrook.org",,,
Booth Wood Academy,Academy converter,Found,Old Ashby Road,,Loughborough,Leicestershire,LE11 4PG,https://boothwoodacademy.co.uk,1509267876.0,Mrs,Heather,Sharpe,Headteacher,Does not apply,Mixed,Primary,01/11/2024,Loughborough,151155,enquiries@boothwoodacademy.co.uk,enquiries@boothwoodacademy.co.uk,,,
Normanton-On-Soar Primary School,Academy sponsor led,No website,Main Street,Normanton-on-Soar,Loughborough,Leicestershire,LE12 5HB,,1509842326.0,Mrs,Sarah,Philpott,,Does not apply,Mixed,Primary,01/10/2024,Rushcliffe,151159,,,,,
