name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email,has_pupil_premium,has_financial_reports,ofsted_rating,has_send,governors
Derby Moor Spencer Academy,Academy converter,Open,Moorway Lane,Littleover,Derby,Derbyshire,DE23 2FS,www.derbymoorspencer.org.uk,1332772706.0,Mr,Scott,Doyle,Principal,,Mixed,Secondary,01/01/2018,Derby South,145327,info@derbymoorspencer.org.uk,True,False,,True,
John King Infant Academy,Academy converter,Open,Church Street West,,Pinxton,Derbyshire,NG16 6NB,https://www.pvacademies.co.uk,1773303420.0,Mrs,Anne,Ingle,Headteacher,Does not apply,Mixed,Primary,01/01/2018,Bolsover,145328,,False,False,,False,
John Port Spencer Academy,Academy sponsor led,Open,Main Street,Etwall,Derby,Derbyshire,DE65 6LU,www.johnportspencer.org.uk,1283734111.0,Miss,Laura,O'Leary,,,Mixed,Secondary,01/02/2018,South Derbyshire,145500,sat-logo-hor-white@2x.png,True,False,,True,
Whittington Moor Nursery and Infant Academy,Academy converter,Open,Scarsdale Road,Whittington Moor,Chesterfield,Derbyshire,S41 8NF,www.whittingtonmoor.academy,1246450634.0,Miss,Lauren,Kay,Headteacher,Does not apply,Mixed,Primary,01/03/2018,Chesterfield,145520,info@whittingtonmoorclt.academy,True,True,Outstanding,True,
Chaddesden Park Primary School,Academy converter,Open,Carson Road,Chaddesden,Derby,Derbyshire,DE21 6JW,https://www.learnerstrust.org/cpp,1332662115.0,Mrs,Helina,Kirkup,Headteacher,Does not apply,Mixed,Primary,01/04/2018,Derby North,145592,governors@transformtrust.co.uk,False,False,,False,
St Augustine's CofE Academy,Academy converter,Open,Pipehay Lane,Draycott-in-the-Clay,Ashbourne,Derbyshire,DE6 5BY,www.st-augustines.staffs.sch.uk/,1283820365.0,Mrs,Rebecca,Walker,Executive Co-Headteacher,Church of England,Mixed,Primary,01/04/2018,Burton and Uttoxeter,145682,office@st-augustines.staffs.sch.uk,False,False,Outstanding,True,
Alvaston Junior Academy,Academy converter,Open,Elvaston Lane,Alvaston,Derby,Derbyshire,DE24 0PU,www.alvaston.theharmonytrust.org,1332571321.0,Mrs,Christine,Bower,Headteacher,Does not apply,Mixed,Primary,01/09/2018,Derby South,145759,info@alvaston.theharmonytrust.org,True,False,,True,
Village Primary Academy,Academy converter,Open,Village Street,Normanton,Derby,Derbyshire,DE23 8DF,www.village.theharmonytrust.org,1332766492.0,Miss,Emma,Luff,Federation Head Teacher,Does not apply,Mixed,Primary,01/05/2018,Derby South,145760,info@village.theharmonytrust.org,True,False,,True,
Ash Croft Primary Academy,Academy converter,Open,Deep Dale Lane,Sinfin,Derby,Derbyshire,DE24 3HF,www.ashcroft.theharmonytrust.org,1332764160.0,Miss,Emma,Luff,Headteacher,Does not apply,Mixed,Primary,01/06/2018,Derby South,145806,info@ashcroft.theharmonytrust.org,True,False,,True,
Cottons Farm Primary Academy,Academy sponsor led,Open,Sheridan Street,Sinfin,Derby,Derbyshire,DE24 9HG,www.cottonsfarm.theharmonytrust.org,1332771370.0,Mrs,Kirsty,Patmore,Executive Headteacher,Does not apply,Mixed,Primary,01/09/2018,Derby South,145982,info@cottonsfarm.theharmonytrust.org,True,False,,True,
Bennerley Fields School,Academy special converter,Open,Stratford Street,Cotmanhay,Ilkeston,Derbyshire,DE7 8QZ,www.bennerleyfields.derbyshire.sch.uk,1159326374.0,Mrs,Jennifer,Wright,Headteacher,Does not apply,Mixed,Not applicable,01/08/2018,Erewash,146052,info@esteemmat.co.uk,True,True,,False,
Peak School,Academy special converter,Open,Buxton Road,Chinley,High Peak,Derbyshire,SK23 6ES,http://peakschool.co.uk,1663750324.0,Mrs,Jo,Howarth,Headteacher,Does not apply,Mixed,Not applicable,01/08/2018,High Peak,146053,governance@esteem.co.uk,True,False,Good,False,
Esteem Valley Academy,Academy alternative provision converter,Open,Bennerley Avenue,Cotmanhay,Ilkeston,Derbyshire,DE7 8PF,https://www.esteemvalleyacademy.co.uk,1158500820.0,Mr,Kevin,Wildrianne,Headteacher,Does not apply,Mixed,Not applicable,01/12/2018,Erewash,146055,headteacher@avesc.derbyshire.sch.uk,True,False,Good,True,
Esteem South Academy,Academy alternative provision converter,Open,Memorial Hall,Main Street,Swadlincote,Derbyshire,DE11 0TW,www.esteemsouth.co.uk,1283550667.0,Mr,Gareth,Allen,Senior Head of Centre,Does not apply,Mixed,Not applicable,01/08/2018,South Derbyshire,146056,enquiries@esteemsouthacademy.co.uk,False,False,,True,
Esteem North Academy,Academy alternative provision converter,Open,The Green,Hasland,Chesterfield,Derbyshire,S41 0LN,https://www.esteemnorthacademy.co.uk/,1246237640.0,Mrs,Janine,Dix,Senior Head of Centre,Does not apply,Mixed,Not applicable,01/08/2019,Chesterfield,146057,admin@nedsc.derbyshire.sch.uk,True,False,Good,True,
Holbrook School for Autism,Academy special converter,Open,Portway,,Belper,Derbyshire,DE56 0TE,www.holbrookschoolforautism.co.uk,1332880208.0,Mr,Samuel,Bayliss,Headteacher,Does not apply,Mixed,Not applicable,01/08/2018,Amber Valley,146058,info@holbrookschoolforautism.co.uk,False,False,Good,True,
Ashwood Spencer Academy,Academy sponsor led,Open,Amber Street,,Derby,Derbyshire,DE24 8FT,www.ashwoodspencer.co.uk,1332348356.0,Mrs,Paula,Baines-Chambers,,Does not apply,Mixed,Primary,01/11/2018,Derby South,146079,safeguarding@ashwoodspencer.org.uk,True,False,,True,
St Joseph's Catholic Voluntary Academy,Academy converter,Open,"St Joseph's , Mill Hill Lane",,Derby,Derbyshire,DE23 6SB,https://www.stjosephsderby.srscmat.co.uk/,1332361660.0,Mrs,Tracey,Churchill,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Derby South,146104,helpline@jph.srscmat.co.uk,True,False,,True,
St Charles Catholic Primary Voluntary Academy,Academy converter,Open,Bosworth Road,Measham,Swadlincote,Derbyshire,DE12 7LQ,www.st-charles.leics.sch.uk,1530270572.0,Ms,Felicity,Knight,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,North West Leicestershire,146105,office@st-charles.leics.sch.uk,True,False,Outstanding,True,"Mrs Kay Orig, Mrs Kay Orig, Mrs Palmer Orig"
St Anne's Catholic Voluntary Academy,Academy converter,Open,Lightwood Road,,Buxton,Derbyshire,SK17 7AN,www.stannesbuxton.srscmat.co.uk,129823589.0,Mrs,Julia,Wiggins,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,High Peak,146109,enquiries@ann.srscmat.co.uk,True,False,,True,
St Margaret's Catholic Voluntary Academy,Academy converter,Open,Glossop Road,Gamesley,Glossop,Derbyshire,SK13 6JH,https://www.assmfederation.srscmat.co.uk/,1457855818.0,Mrs,Grainne,Beaumont,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,High Peak,146113,enquiries@mar.srscmat.co.uk,True,False,,True,
St Elizabeth's Catholic Voluntary Academy,Academy converter,Open,Matlock Road,,Belper,Derbyshire,DE56 2JD,www.stelizabethsbelper.srscmat.co.uk,1773822278.0,Mrs,Amanda,Clemens,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Mid Derbyshire,146119,enquiries@eli.srscmat.co.uk,True,False,Outstanding,True,
St Thomas More Catholic Voluntary Academy,Academy converter,Open,Palace Fields,,Buxton,Derbyshire,SK17 6AF,www.stthomasmorebuxton.srscmat.co.uk,129823167.0,Mr,David,Redfern,Headteacher,Roman Catholic,Mixed,Secondary,01/09/2018,High Peak,146128,enquiries@stm.srscmat.co.uk,True,False,,True,
All Saints Catholic Voluntary Academy,Academy converter,Open,Church Street,Old Glossop,Glossop,Derbyshire,SK13 7RJ,https://www.assmfederation.srscmat.co.uk/,1457852756.0,Mrs,Grainne,Beaumont,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,High Peak,146132,enquiries@mar.srscmat.co.uk,True,False,,True,
St Thomas Catholic Voluntary Academy,Academy converter,Open,Church View,,Ilkeston,Derbyshire,DE7 4LF,https://www.stthomasilkeston.srscmat.co.uk/,1159320550.0,Mr,Michael,Sellors,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Erewash,146145,info@tho.srscmat.co.uk,True,False,Outstanding,True,"Mrs Sue Doczyminska, Mr Lee Summers, Mrs Leonnie Grantham"
Hilton Spencer Academy,Academy converter,Open,Peacroft Lane,Hilton,Derby,Derbyshire,DE65 5GH,www.hiltonspencer.org.uk,1283732334.0,Mr,Gary,Staddon,Headteacher,Does not apply,Mixed,Primary,01/10/2018,Derbyshire Dales,146211,info@hiltonspencer.org.uk,False,False,,False,
Christ the King Catholic Voluntary Academy,Academy converter,Open,Firs Avenue,,Alfreton,Derbyshire,DE55 7EN,https://www.christthekingalfreton.srscmat.co.uk/,1773832919.0,Headteacher,Megan,Watts,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Amber Valley,146238,enquiries@cka.srscmat.co.uk,True,False,,True,
St Alban's Catholic Voluntary Academy,Academy converter,Open,Newstead Avenue,Chaddesden,Derby,Derbyshire,DE21 6NU,www.stalbansderby.srscmat.co.uk,1332673823.0,Mr,Timothy,Brogan,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Derby North,146253,enquiries@dsa.srscmat.co.uk,True,False,,True,
St Mary's Catholic Voluntary Academy,Academy converter,Open,Longlands Road,New Mills,High Peak,Derbyshire,SK22 3BL,www.stmarysnewmills.srscmat.co.uk,1663742412.0,Mrs,Patricia,Chapman,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,High Peak,146260,joxley@nmm.srscmat.co.uk,True,False,,True,
St Charles' Catholic Voluntary Academy,Academy sponsor led,Open,The Carriage Drive,Hadfield,Glossop,Derbyshire,SK13 1PJ,www.st-charles.derbyshire.sch.uk,1457852692.0,Mr,Ian,Bowd,,Roman Catholic,Mixed,Primary,01/09/2018,High Peak,146273,info@cha.srscmat.co.uk,False,False,,False,
St Mary's Catholic Voluntary Academy,Academy sponsor led,Open,Gladstone Street,,Glossop,Derbyshire,SK13 8NE,www.stmarysglossop.srscmat.co.uk,1457854473.0,Mrs,Bernadette,Quirke,,Roman Catholic,Mixed,Primary,01/09/2018,High Peak,146322,info@mgl.srscmat.co.uk,True,False,,True,
Kirk Hallam Community Academy,Academy converter,Open,Godfrey Drive,Kirk Hallam,Ilkeston,Derbyshire,DE7 4HH,www.kirkhallamacademy.co.uk,1159301522.0,Mr,Chris,Turner,,,Mixed,Secondary,01/09/2018,Erewash,146374,office@kirkhallamacademy.co.uk,True,False,Outstanding,True,
Horsley Woodhouse Primary School,Academy converter,Open,Main Street,Horsley Woodhouse,Ilkeston,Derbyshire,DE7 6AT,www.horsleywoodhouseprimary.co.uk,1332880403.0,Mrs,Parmjit,Atwal,Headteacher,Does not apply,Mixed,Primary,01/01/2019,Amber Valley,146444,s.bramley@horsleywoodhouse.derbyshire.sch.uk,False,False,,False,
Laceyfields Academy,Academy converter,Open,Laceyfields Road,Langley,Heanor,Derbyshire,DE75 7HJ,http://www.laceyfieldsacademy.co.uk,1773712823.0,Miss,Shelley,Rogers,Headteacher,Does not apply,Mixed,Primary,01/01/2019,Amber Valley,146450,admin@laceyfields.djanogly.org,True,True,,True,
Howitt Primary Community School,Academy converter,Open,Holmes Street,,Heanor,Derbyshire,DE75 7FS,www.howittprimary.org.uk/,1773713217.0,Mrs,Lynn,Pilling,Headteacher,Does not apply,Mixed,Primary,01/01/2019,Amber Valley,146454,enquiries@howitt.derbyshire.sch.uk,True,False,,True,
Longford CofE Primary School,Academy converter,Open,Main Street,Longford,Ashbourne,Derbyshire,DE6 3DR,www.longford.derbyshire.sch.uk,1335330364.0,Mrs,Elise,Piper-Hadfield,Headteacher,Church of England,Mixed,Primary,01/08/2019,Derbyshire Dales,146461,headteacher@longford.derbyshire.sch.uk,True,False,,True,
Kilburn Junior School,Academy converter,Open,The Flat,Kilburn,Belper,Derbyshire,DE56 0LA,http://www.kilburnjunior.school/,1332880540.0,Mr,Robert,Hull,Executive Headteacher,Does not apply,Mixed,Primary,01/01/2019,Amber Valley,146471,info@kilburn-jun.derbyshire.sch.uk,True,False,,True,
Homefields Primary School,Academy converter,Open,Parkway,Chellaston,Derby,Derbyshire,DE73 5NY,www.homefields.derby.sch.uk,1332691351.0,Mrs,Deborah,Rollerson,Headteacher,Does not apply,Mixed,Primary,01/07/2019,Derby South,146477,office@homefields.derby.sch.uk,True,False,Outstanding,True,
Richardson Endowed Primary School,Academy converter,Open,Main Road,Smalley,Ilkeston,Derbyshire,DE7 6EF,http://www.richardsonendowed.co.uk,1332880317.0,Mrs,Parmjit,Atwal,Headteacher,Does not apply,Mixed,Primary,01/06/2019,Amber Valley,146495,info@richardson.derbyshire.sch.uk,True,False,,True,
Chellaston Junior School,Academy converter,Open,Maple Drive,Chellaston,Derby,Derbyshire,DE73 6PZ,www.cjs.derby.sch.uk,1332701460.0,Mrs,Lisa,Turner-Rowe,Headteacher,,Mixed,Primary,01/04/2019,Derby South,146500,sendco@chellastonjuniors.org,False,False,,False,
Loscoe CofE Primary School and Nursery,Academy converter,Open,Church View,Loscoe,Heanor,Derbyshire,DE75 7RT,www.loscoe.derbyshire.sch.uk/,1773713396.0,Mrs,Wendy,Lynam,Headteacher,Church of England,Mixed,Primary,01/11/2018,Amber Valley,146502,info@loscoe.derbyshire.sch.uk,True,False,,True,
Chellaston Infant School,Academy converter,Open,School Lane,Chellaston,Derby,Derbyshire,DE73 6TA,https://www.chellastoni.derby.sch.uk/,1332700298.0,Mrs,Lisa,Turner-Rowe,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Derby South,146507,admin@chellastoninfants.org,False,False,,False,
Heath Primary School,Academy converter,Open,Slack Lane,Heath,Chesterfield,Derbyshire,S44 5RH,http://www.heath.derbyshire.sch.uk/,1246850277.0,Mr,J,Lynch,Headteacher,Does not apply,Mixed,Primary,01/01/2019,Bolsover,146508,enquiries@heath.derbyshire.sch.uk,True,False,,True,
Derby St Chad's CofE Nursery and Infant School,Academy converter,Open,Gordon Road,,Derby,Derbyshire,DE23 6WR,www.stchads.derby.sch.uk/,1332345997.0,Ms,Kathryn,Leach,Executive Headteacher,Church of England,Mixed,Primary,01/01/2019,Derby South,146575,support@.eschools.co.uk,True,False,Good,True,
Griffe Field Primary School,Academy converter,Open,Grosvenor Drive,Littleover,Derby,Derbyshire,DE23 3UQ,www.griffefield.derby.sch.uk/,1332515718.0,Mrs,Emma,Mitchell,Headteacher,Does not apply,Mixed,Primary,01/01/2019,Derby North,146579,admin@griffefield.derby.sch.uk,True,False,Outstanding,True,"Mrs Emma Mitchell, Mrs Ravi Dulai, Mrs Hayley Dean"
Walton On Trent CofE Primary and Nursery School,Academy converter,Open,Coton Road,Walton-on-Trent,Swadlincote,Derbyshire,DE12 8NL,www.walton-on-trent-primary.co.uk,1283716151.0,Mrs,Leanne,Gaffiney,Headteacher,Church of England,Mixed,Primary,01/01/2019,South Derbyshire,146607,info@walton-on-trent.derbyshire.sch.uk,True,True,,True,
Gamesley Primary School,Academy sponsor led,Open,Grindleford Grove,Gamesley,Glossop,Derbyshire,SK13 6HW,https://gamesleyprimaryschool.com/,1457853721.0,Mrs,Deborah,Meredith,,Does not apply,Mixed,Primary,01/12/2018,High Peak,146665,headteacher@gamesley.derbyshire.sch.uk,True,False,Good,True,
Arboretum Primary School,Academy converter,Open,Corden Street,,Derby,Derbyshire,DE23 8GP,www.arboretum.derby.sch.uk/,1332291140.0,Mrs,Helen,Phillips,Headteacher,Does not apply,Mixed,Primary,01/02/2019,Derby South,146715,admin@arboretum.derby.sch.uk,True,True,,True,
The Green Flying High Academy,Academy sponsor led,Open,13 New Street,South Normanton,Alfreton,Derbyshire,DE55 2BS,www.green.derbyshire.sch.uk,1773811465.0,Miss,Jess,Smith,,Does not apply,Mixed,Primary,01/11/2019,Bolsover,146784,info@green.derbyshire.sch.uk,True,False,,True,
Springfield Primary School,Academy converter,Open,Springfield Primary School,West Road,Derby,Derbyshire,DE21 7AB,http://www.springfield.derby.sch.uk,1332673846.0,Mr,David,Blackwell,Headteacher,Does not apply,Mixed,Primary,01/03/2019,Mid Derbyshire,146839,info@springfield.derbyshire.sch.uk,False,False,,False,
Borrow Wood Primary School,Academy converter,Open,Arundel Drive,Spondon,Derby,Derbyshire,DE21 7QW,http://www.borrowwood.derby.sch.uk/,1332662826.0,Miss,Zoe,Fletcher,Headteacher,Does not apply,Mixed,Primary,01/03/2019,Mid Derbyshire,146847,admin@borrowwood.odysseyct.org.uk,True,True,Outstanding,True,
Asterdale Primary School,Academy converter,Open,Borrowash Road,Spondon,Derby,Derbyshire,DE21 7PH,www.asterdaleprimaryschool.co.uk/,1332662323.0,Mr,John,O'Leary,Headteacher,Does not apply,Mixed,Primary,01/03/2019,Mid Derbyshire,146855,admin@asterdale.odysseyct.org.uk,True,False,,True,
Beaufort Community Primary School,Academy converter,Open,Hampshire Road,,Derby,Derbyshire,DE21 6BT,www.beaufort.derby.sch.uk/,1332347275.0,Mrs,Kate,Beecroft,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Derby North,146877,admin@beaufort.odysseyct.org.uk,True,False,,True,
Portway Junior School,Academy converter,Open,Robincroft Road,Allestree,Derby,Derbyshire,DE22 2GL,http://www.portwayj.derby.sch.uk,1332550113.0,Miss,Emma,Wilkinson,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Mid Derbyshire,146879,admin@portway.odysseyct.org.uk,True,False,,True,
Cherry Tree Hill Primary School,Academy converter,Open,Lime Grove,Chaddesden,Derby,Derbyshire,DE21 6WL,www.cherrytreehillprimary.co.uk,1332673520.0,Mr,Paul,Appleton,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Derby North,146921,admin@cherrytreehill.odysseyct.org.uk,False,False,,True,
Oakwood Junior School,Academy converter,Open,Holbrook Road,Alvaston,Derby,Derbyshire,DE24 0DD,www.oakwoodjuniorschool.co.uk/,1332571231.0,Mrs,CT,Atwal,Headteacher,Does not apply,Mixed,Primary,01/04/2021,Derby South,146938,safeguarding@oakwoodj.derby.sch.uk,False,False,Outstanding,True,
Holme Hall Primary School,Academy sponsor led,Open,Taddington Road,,Chesterfield,Derbyshire,S40 4RL,,1246237075.0,Ms,Jackie,Littlechilds,,Does not apply,Mixed,Primary,01/04/2019,Chesterfield,146960,HHPInfo@learnerstrust.org,,,,False,
Tupton Primary and Nursery Academy,Academy sponsor led,Open,Queen Victoria Road,New Tupton,Chesterfield,Derbyshire,S42 6DY,www.tupton.derbyshire.gov.uk,1246862191.0,Miss,Katherine,Richards,,Does not apply,Mixed,Primary,01/07/2019,North East Derbyshire,147022,enquiries@tpna.org.uk,False,False,,False,
Woodthorpe CofE Primary School,Academy converter,Open,Seymour Lane,Woodthorpe,Chesterfield,Derbyshire,S43 3DA,https://www.woodthorpeprimary.org.uk/,1246472584.0,Mr,Matt,Loader,Headteacher,Church of England,Mixed,Primary,01/06/2019,North East Derbyshire,147107,info@woodthorpe.derbyshire.sch.uk,True,False,,True,
Old Hall Junior School,Academy converter,Open,Old Road,,Chesterfield,Derbyshire,S40 3QR,https://thelearnerstrust.org/old-hall-juniors/,1246273801.0,Miss,Rachel,Davies,Headteacher,Does not apply,Mixed,Primary,01/06/2019,Chesterfield,147118,OHJEnquiries@learnerstrust.org,True,False,,False,
Brookfield Primary School,Academy converter,Open,The Hollow,Mickleover,Derby,Derbyshire,DE3 0BW,www.learnerstrust.org/bps,1332516459.0,Mrs,Katy,Smith,Headteacher,Does not apply,Mixed,Primary,01/05/2019,Derby North,147119,info@brookfield-pri.derbyshire.sch.uk,False,False,,False,
Walton Holymoorside Primary School,Academy converter,Open,Holymoor Road,Holymoorside,Chesterfield,Derbyshire,S42 7DU,www.thelearnerstrust.org/walton-holymoorside-primary/,1246566502.0,Mr,Ian,Holmes,Headteacher,Does not apply,Mixed,Primary,01/06/2019,North East Derbyshire,147120,WHPAdmin@learnerstrust.org,True,False,,False,
Ashgate Croft School,Academy special converter,Open,Ashgate Road,,Chesterfield,Derbyshire,S40 4BN,https://thelearnerstrust.org/ashgate-croft/,1246275111.0,Mrs,Jennifer,Dodds,Headteacher,Does not apply,Mixed,Not applicable,01/06/2019,Chesterfield,147124,acsinfo@learnerstrust.org,True,False,,False,
Carlyle Infant and Nursery Academy,Academy converter,Open,Carlisle Avenue,Littleover,Derby,Derbyshire,DE23 3ES,www.carlyle.theharmonytrust.org,1332760369.0,Mrs,Sarah,Curtis,Headteacher,Does not apply,Mixed,Primary,01/08/2019,Derby South,147125,info@carlyle.theharmonytrust.org,True,False,Good,True,
St Andrew's Academy,Academy special converter,Open,St Andrew's View,Breadsall Hilltop,Derby,Derbyshire,DE21 4EW,www.standrewsacademy.co.uk,1332832746.0,Mr,David,Braybrooke,Headteacher,Does not apply,Mixed,Not applicable,01/09/2019,Derby North,147132,standrews.admin@sas.set.org,True,False,,False,
St Clare's School,Academy special converter,Open,Rough Heanor Road,Mickleover,Derby,Derbyshire,DE3 9AZ,https://stclaresschool.co.uk/,1332511757.0,Miss,Laura,Russell,Headteacher,Does not apply,Mixed,Not applicable,01/08/2019,Derby North,147137,admin@stclares.derby.sch.uk,True,False,Outstanding,False,"Dr Stephen Handsley, Dr Stephen Handsley"
St Martins School,Academy special converter,Open,The Derwent Campus,Bracknell Drive,Derby,Derbyshire,DE24 0BT,https://www.stmartinsschoolderby.co.uk/,1332571151.0,Mrs,Sabrina,Hobbs,Headteacher,Does not apply,Mixed,Not applicable,01/05/2020,Derby South,147143,StMartins.Office@stmartins.set.org,True,False,,True,
Westfield Infant School,Academy converter,Open,Vincent Crescent,Brampton,Chesterfield,Derbyshire,S40 3NW,www.learnerstrust.org/wis,1246566124.0,Mr,Adrian,Whitham,Headteacher,Does not apply,Mixed,Primary,01/06/2019,Chesterfield,147144,WISEnquiries@learnerstrust.org,False,False,,False,
Glossopdale School and Sixth Form,Academy sponsor led,Open,Newshaw Lane,Hadfield,Glossop,Derbyshire,SK13 2DA,https://www.glossopdaleschool.org.uk,1457862336.0,Ms,Kate,Smith,,Does not apply,Mixed,Secondary,01/12/2020,High Peak,147157,sixthform@glossopdaleschool.org.uk,False,False,,True,
Hackwood Primary Academy,Free schools,Open,240 Starflower Way,,Derby,Derbyshire,DE3 0FD,www.hackwood.theharmonytrust.org,1332985466.0,Principal,Forid,Miah,,,Mixed,Primary,02/09/2019,Derby North,147307,info@hackwood.theharmonytrust.org,True,False,,True,
Kensington Junior Academy,Academy converter,Open,St John's Road,,Ilkeston,Derbyshire,DE7 5PA,www.kensingtonjunioracademy.co.uk,1159322920.0,Mr,Carl,Oakland,Headteacher,Does not apply,Mixed,Primary,01/08/2019,Erewash,147359,info@kensington.djanogly.org,False,False,Good,True,
Church Gresley Infant and Nursery School,Academy converter,Open,Pennine Way,Church Gresley,Swadlincote,Derbyshire,DE11 9EY,http://www.cginschool.co.uk,1283217357.0,Mrs,Jo,Cripps,Co-Headteacher,Does not apply,Mixed,Primary,01/09/2019,South Derbyshire,147398,info@cgi.jtmat.co.uk,True,True,Outstanding,True,
Ravensdale Junior School,Academy converter,Open,Devonshire Drive,Mickleover,Derby,Derbyshire,DE3 9EY,www.ravensdalej.derby.sch.uk,1332512373.0,Ms,Kimberley,Bayliss,Headteacher,Does not apply,Mixed,Primary,01/09/2019,Derby North,147399,admin@ravensdalej.derby.sch.uk,True,False,Good,True,
Springwell Community College,Academy converter,Open,Middlecroft Road,Staveley,Chesterfield,Derbyshire,S43 3NQ,www.springwell.ttct.co.uk,1246473873.0,Mr,Ian,Wingfield,Headteacher,Does not apply,Mixed,Secondary,01/03/2020,Chesterfield,147400,enquiries@springwell.ttct.co.uk,False,False,,True,
St Werburgh's CofE Primary School,Academy converter,Open,Church Street,Spondon,Derby,Derbyshire,DE21 7LL,www.stwerburghs.co.uk/,1332673827.0,Mrs,Rachael,Dean,Headteacher,Church of England,Mixed,Primary,01/10/2019,Mid Derbyshire,147490,admin@stwerburghs.derby.sch.uk,True,False,,True,
Ivy House School,Academy special converter,Open,Moorway Lane,Littleover,Derby,Derbyshire,DE23 2FS,www.ivyhouse.derby.sch.uk,1332777920.0,Mr,George,Turner,Headteacher,Does not apply,Mixed,Not applicable,01/10/2019,Derby South,147491,admin@ivy.set.org,False,False,,True,
North Wingfield Primary and Nursery Academy,Academy converter,Open,80 Chesterfield Road,North Wingfield,,Derbyshire,S42 5LE,www.northwingfield.derbyshire.sch.uk/,1246851176.0,Mrs,Rachael,Peacock,Headteacher,Does not apply,Mixed,Primary,01/03/2020,North East Derbyshire,147514,enquiries@nwpna.org.uk,True,False,Good,True,
Hope Valley College,Academy sponsor led,Open,Castleton Road,,Hope Valley,Derbyshire,S33 6SD,www.hopevalley-chorustrust.org,1433620555.0,Mrs,Debbie,Petts,,,Mixed,Secondary,01/09/2019,High Peak,147533,enquiries@hopevalley.chorustrust.org,False,False,Outstanding,True,
St Giles' Spencer Academy,Academy special converter,Open,Hampshire Road,Chaddesden,Derby,Derbyshire,DE21 6BT,www.stgilesspencer.org.uk,1332343039.0,Mrs,Kim,Smith,Headteacher,Does not apply,Mixed,Not applicable,01/11/2019,Derby North,147558,Info@stgilesspencer.org.uk,True,False,,False,
Lawn Primary School,Academy converter,Open,Norbury Close,Allestree,Derby,Derbyshire,DE22 2QR,http://www.lawn.derby.sch.uk,1332550178.0,Mrs,Karen,Hambleton,Headteacher,Does not apply,Mixed,Primary,01/12/2019,Mid Derbyshire,147624,admin@lawn.derby.sch.uk,False,False,,True,"Mr Kieran Dwyer, Mrs Louise Rhodes, Mrs Vicky Malysz"
Stubbin Wood School,Academy special converter,Open,Common Lane,Shirebrook,Mansfield,Derbyshire,NG20 8QF,www.stubbinwood.teameducation.org,1623742795.0,Mr,Mark,Fairbrother (Interim Principal),Headteacher,Does not apply,Mixed,Not applicable,01/06/2020,Bolsover,147627,press@teameducation.org.uk,False,False,,False,
St Peter's Church of England Aided Junior School,Academy sponsor led,Open,Thornhill Road,Littleover,Derby,Derbyshire,DE23 6FZ,www.stpetersschoolderby.co.uk,1332767158.0,Mr,Frazer,Smith,,Church of England,Mixed,Primary,01/03/2020,Derby North,147725,admin@stpeters.derby.sch.uk,True,False,,False,
Chaucer Infant School,Academy converter,Open,Cantelupe Road,,Ilkeston,Derbyshire,DE7 5LN,https://www.chaucer-inf.derbyshire.sch.uk/,1159325629.0,Miss,Daisy,Dawley,Headteacher,Does not apply,Mixed,Primary,01/05/2020,Erewash,147747,info@chaucer-inf.derbyshire.sch.uk,True,False,,True,
Chaucer Junior School,Academy converter,Open,Cranmer Street,,Ilkeston,Derbyshire,DE7 5JH,www.chaucerjunior.org.uk/,1159324387.0,Miss,Tiffany,Smith,Headteacher,Does not apply,Mixed,Primary,01/04/2020,Erewash,147748,info@chaucer-jun.derbyshire.sch.uk,True,True,Good,True,
Elmsleigh Infant & Nursery School,Academy converter,Open,Queen's Drive,,Swadlincote,Derbyshire,DE11 0EG,www.elmsleighinfantschool.co.uk/,1283216883.0,,Nicola,Price,Headteacher,Does not apply,Mixed,Primary,01/04/2020,South Derbyshire,147811,enquiries@elmsleigh.derbyshire.sch.uk,True,False,Good,True,
Highfields Spencer Academy,Free schools,Open,Tutbury Avenue,Littleover,Derby,Derbyshire,DE23 3UX,highfieldsspencer.com,1332955599.0,Miss,Brooke,McCulloch,,,Mixed,Primary,01/09/2020,South Derbyshire,147869,info@highfieldsspencer.org.uk,False,False,,True,
Ashbrook Junior School,Academy converter,Open,Victoria Avenue,Borrowash,Derby,Derbyshire,DE72 3HF,http://www.ashbrook-jun.derbyshire.sch.uk,1332673785.0,Ms,George,Smith,Headteacher,Does not apply,Mixed,Primary,01/09/2020,Mid Derbyshire,147927,info@ashbrook-jun.derbyshire.sch.uk,True,False,,True,
